Question,Location,Gender,Age,Answer,Count
Is support provided in a fair way?,Bhaktapur,Other,Refused,4 Mostly yes,0
Is support provided in a fair way?,Bhaktapur,Other,Refused,2 Very little,0
Is support provided in a fair way?,Bhaktapur,Other,Refused,6 Don't know,0
Is support provided in a fair way?,Bhaktapur,Other,Refused,5 Completely yes,0
Is support provided in a fair way?,Bhaktapur,Other,Refused,3 Neutral,0
Is support provided in a fair way?,Bhaktapur,Other,Refused,1 Not at all,0
Is support provided in a fair way?,Bhaktapur,Other,Refused,7 Refused,0
Is support provided in a fair way?,Bhaktapur,Other,don't Know,4 Mostly yes,0
Is support provided in a fair way?,Bhaktapur,Other,don't Know,2 Very little,0
Is support provided in a fair way?,Bhaktapur,Other,don't Know,6 Don't know,0
Is support provided in a fair way?,Bhaktapur,Other,don't Know,5 Completely yes,0
Is support provided in a fair way?,Bhaktapur,Other,don't Know,3 Neutral,0
Is support provided in a fair way?,Bhaktapur,Other,don't Know,1 Not at all,0
Is support provided in a fair way?,Bhaktapur,Other,don't Know,7 Refused,0
Is support provided in a fair way?,Bhaktapur,Other,25 to 39,4 Mostly yes,1
Is support provided in a fair way?,Bhaktapur,Other,25 to 39,2 Very little,0
Is support provided in a fair way?,Bhaktapur,Other,25 to 39,6 Don't know,0
Is support provided in a fair way?,Bhaktapur,Other,25 to 39,5 Completely yes,0
Is support provided in a fair way?,Bhaktapur,Other,25 to 39,3 Neutral,0
Is support provided in a fair way?,Bhaktapur,Other,25 to 39,1 Not at all,0
Is support provided in a fair way?,Bhaktapur,Other,25 to 39,7 Refused,0
Is support provided in a fair way?,Bhaktapur,Other,15 to 24,4 Mostly yes,0
Is support provided in a fair way?,Bhaktapur,Other,15 to 24,2 Very little,0
Is support provided in a fair way?,Bhaktapur,Other,15 to 24,6 Don't know,0
Is support provided in a fair way?,Bhaktapur,Other,15 to 24,5 Completely yes,0
Is support provided in a fair way?,Bhaktapur,Other,15 to 24,3 Neutral,0
Is support provided in a fair way?,Bhaktapur,Other,15 to 24,1 Not at all,0
Is support provided in a fair way?,Bhaktapur,Other,15 to 24,7 Refused,0
Is support provided in a fair way?,Bhaktapur,Other,55+,4 Mostly yes,0
Is support provided in a fair way?,Bhaktapur,Other,55+,2 Very little,0
Is support provided in a fair way?,Bhaktapur,Other,55+,6 Don't know,0
Is support provided in a fair way?,Bhaktapur,Other,55+,5 Completely yes,0
Is support provided in a fair way?,Bhaktapur,Other,55+,3 Neutral,0
Is support provided in a fair way?,Bhaktapur,Other,55+,1 Not at all,0
Is support provided in a fair way?,Bhaktapur,Other,55+,7 Refused,0
Is support provided in a fair way?,Bhaktapur,Other,15-24,4 Mostly yes,0
Is support provided in a fair way?,Bhaktapur,Other,15-24,2 Very little,0
Is support provided in a fair way?,Bhaktapur,Other,15-24,6 Don't know,0
Is support provided in a fair way?,Bhaktapur,Other,15-24,5 Completely yes,0
Is support provided in a fair way?,Bhaktapur,Other,15-24,3 Neutral,0
Is support provided in a fair way?,Bhaktapur,Other,15-24,1 Not at all,0
Is support provided in a fair way?,Bhaktapur,Other,15-24,7 Refused,0
Is support provided in a fair way?,Bhaktapur,Other,Don't know,4 Mostly yes,0
Is support provided in a fair way?,Bhaktapur,Other,Don't know,2 Very little,0
Is support provided in a fair way?,Bhaktapur,Other,Don't know,6 Don't know,0
Is support provided in a fair way?,Bhaktapur,Other,Don't know,5 Completely yes,0
Is support provided in a fair way?,Bhaktapur,Other,Don't know,3 Neutral,0
Is support provided in a fair way?,Bhaktapur,Other,Don't know,1 Not at all,0
Is support provided in a fair way?,Bhaktapur,Other,Don't know,7 Refused,0
Is support provided in a fair way?,Bhaktapur,Female,40 to 54,4 Mostly yes,30
Is support provided in a fair way?,Bhaktapur,Female,40 to 54,2 Very little,11
Is support provided in a fair way?,Bhaktapur,Female,40 to 54,6 Don't know,17
Is support provided in a fair way?,Bhaktapur,Female,40 to 54,5 Completely yes,5
Is support provided in a fair way?,Bhaktapur,Female,40 to 54,3 Neutral,16
Is support provided in a fair way?,Bhaktapur,Female,40 to 54,1 Not at all,9
Is support provided in a fair way?,Bhaktapur,Female,40 to 54,7 Refused,1
Is support provided in a fair way?,Bhaktapur,Female,Refused,4 Mostly yes,0
Is support provided in a fair way?,Bhaktapur,Female,Refused,2 Very little,0
Is support provided in a fair way?,Bhaktapur,Female,Refused,6 Don't know,0
Is support provided in a fair way?,Bhaktapur,Female,Refused,5 Completely yes,0
Is support provided in a fair way?,Bhaktapur,Female,Refused,3 Neutral,0
Is support provided in a fair way?,Bhaktapur,Female,Refused,1 Not at all,0
Is support provided in a fair way?,Bhaktapur,Female,Refused,7 Refused,0
Is support provided in a fair way?,Bhaktapur,Female,don't Know,4 Mostly yes,0
Is support provided in a fair way?,Bhaktapur,Female,don't Know,2 Very little,0
Is support provided in a fair way?,Bhaktapur,Female,don't Know,6 Don't know,0
Is support provided in a fair way?,Bhaktapur,Female,don't Know,5 Completely yes,0
Is support provided in a fair way?,Bhaktapur,Female,don't Know,3 Neutral,0
Is support provided in a fair way?,Bhaktapur,Female,don't Know,1 Not at all,0
Is support provided in a fair way?,Bhaktapur,Female,don't Know,7 Refused,0
Is support provided in a fair way?,Bhaktapur,Female,25 to 39,4 Mostly yes,20
Is support provided in a fair way?,Bhaktapur,Female,25 to 39,2 Very little,18
Is support provided in a fair way?,Bhaktapur,Female,25 to 39,6 Don't know,5
Is support provided in a fair way?,Bhaktapur,Female,25 to 39,5 Completely yes,5
Is support provided in a fair way?,Bhaktapur,Female,25 to 39,3 Neutral,11
Is support provided in a fair way?,Bhaktapur,Female,25 to 39,1 Not at all,17
Is support provided in a fair way?,Bhaktapur,Female,25 to 39,7 Refused,0
Is support provided in a fair way?,Bhaktapur,Female,15 to 24,4 Mostly yes,1
Is support provided in a fair way?,Bhaktapur,Female,15 to 24,2 Very little,3
Is support provided in a fair way?,Bhaktapur,Female,15 to 24,6 Don't know,0
Is support provided in a fair way?,Bhaktapur,Female,15 to 24,5 Completely yes,0
Is support provided in a fair way?,Bhaktapur,Female,15 to 24,3 Neutral,2
Is support provided in a fair way?,Bhaktapur,Female,15 to 24,1 Not at all,1
Is support provided in a fair way?,Bhaktapur,Female,15 to 24,7 Refused,0
Is support provided in a fair way?,Bhaktapur,Female,55+,4 Mostly yes,8
Is support provided in a fair way?,Bhaktapur,Female,55+,2 Very little,4
Is support provided in a fair way?,Bhaktapur,Female,55+,6 Don't know,6
Is support provided in a fair way?,Bhaktapur,Female,55+,5 Completely yes,5
Is support provided in a fair way?,Bhaktapur,Female,55+,3 Neutral,5
Is support provided in a fair way?,Bhaktapur,Female,55+,1 Not at all,5
Is support provided in a fair way?,Bhaktapur,Female,55+,7 Refused,2
Is support provided in a fair way?,Bhaktapur,Female,15-24,4 Mostly yes,0
Is support provided in a fair way?,Bhaktapur,Female,15-24,2 Very little,1
Is support provided in a fair way?,Bhaktapur,Female,15-24,6 Don't know,0
Is support provided in a fair way?,Bhaktapur,Female,15-24,5 Completely yes,2
Is support provided in a fair way?,Bhaktapur,Female,15-24,3 Neutral,1
Is support provided in a fair way?,Bhaktapur,Female,15-24,1 Not at all,0
Is support provided in a fair way?,Bhaktapur,Female,15-24,7 Refused,0
Is support provided in a fair way?,Bhaktapur,Female,Don't know,4 Mostly yes,0
Is support provided in a fair way?,Bhaktapur,Female,Don't know,2 Very little,1
Is support provided in a fair way?,Bhaktapur,Female,Don't know,6 Don't know,0
Is support provided in a fair way?,Bhaktapur,Female,Don't know,5 Completely yes,0
Is support provided in a fair way?,Bhaktapur,Female,Don't know,3 Neutral,0
Is support provided in a fair way?,Bhaktapur,Female,Don't know,1 Not at all,0
Is support provided in a fair way?,Bhaktapur,Female,Don't know,7 Refused,0
Is support provided in a fair way?,Ramechhap,NA,40 to 54,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,NA,40 to 54,2 Very little,0
Is support provided in a fair way?,Ramechhap,NA,40 to 54,6 Don't know,0
Is support provided in a fair way?,Ramechhap,NA,40 to 54,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,NA,40 to 54,3 Neutral,0
Is support provided in a fair way?,Ramechhap,NA,40 to 54,1 Not at all,0
Is support provided in a fair way?,Ramechhap,NA,40 to 54,7 Refused,0
Is support provided in a fair way?,Ramechhap,NA,Refused,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,NA,Refused,2 Very little,0
Is support provided in a fair way?,Ramechhap,NA,Refused,6 Don't know,0
Is support provided in a fair way?,Ramechhap,NA,Refused,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,NA,Refused,3 Neutral,0
Is support provided in a fair way?,Ramechhap,NA,Refused,1 Not at all,0
Is support provided in a fair way?,Ramechhap,NA,Refused,7 Refused,0
Is support provided in a fair way?,Ramechhap,NA,don't Know,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,NA,don't Know,2 Very little,0
Is support provided in a fair way?,Ramechhap,NA,don't Know,6 Don't know,0
Is support provided in a fair way?,Ramechhap,NA,don't Know,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,NA,don't Know,3 Neutral,0
Is support provided in a fair way?,Ramechhap,NA,don't Know,1 Not at all,0
Is support provided in a fair way?,Ramechhap,NA,don't Know,7 Refused,0
Is support provided in a fair way?,Ramechhap,NA,25 to 39,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,NA,25 to 39,2 Very little,0
Is support provided in a fair way?,Ramechhap,NA,25 to 39,6 Don't know,0
Is support provided in a fair way?,Ramechhap,NA,25 to 39,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,NA,25 to 39,3 Neutral,0
Is support provided in a fair way?,Ramechhap,NA,25 to 39,1 Not at all,1
Is support provided in a fair way?,Ramechhap,NA,25 to 39,7 Refused,0
Is support provided in a fair way?,Ramechhap,NA,15 to 24,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,NA,15 to 24,2 Very little,0
Is support provided in a fair way?,Ramechhap,NA,15 to 24,6 Don't know,0
Is support provided in a fair way?,Ramechhap,NA,15 to 24,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,NA,15 to 24,3 Neutral,0
Is support provided in a fair way?,Ramechhap,NA,15 to 24,1 Not at all,0
Is support provided in a fair way?,Ramechhap,NA,15 to 24,7 Refused,0
Is support provided in a fair way?,Ramechhap,NA,55+,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,NA,55+,2 Very little,0
Is support provided in a fair way?,Ramechhap,NA,55+,6 Don't know,0
Is support provided in a fair way?,Ramechhap,NA,55+,5 Completely yes,1
Is support provided in a fair way?,Ramechhap,NA,55+,3 Neutral,0
Is support provided in a fair way?,Ramechhap,NA,55+,1 Not at all,0
Is support provided in a fair way?,Ramechhap,NA,55+,7 Refused,0
Is support provided in a fair way?,Ramechhap,NA,15-24,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,NA,15-24,2 Very little,0
Is support provided in a fair way?,Ramechhap,NA,15-24,6 Don't know,0
Is support provided in a fair way?,Ramechhap,NA,15-24,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,NA,15-24,3 Neutral,0
Is support provided in a fair way?,Ramechhap,NA,15-24,1 Not at all,0
Is support provided in a fair way?,Ramechhap,NA,15-24,7 Refused,0
Is support provided in a fair way?,Ramechhap,NA,Don't know,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,NA,Don't know,2 Very little,0
Is support provided in a fair way?,Ramechhap,NA,Don't know,6 Don't know,0
Is support provided in a fair way?,Ramechhap,NA,Don't know,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,NA,Don't know,3 Neutral,0
Is support provided in a fair way?,Ramechhap,NA,Don't know,1 Not at all,0
Is support provided in a fair way?,Ramechhap,NA,Don't know,7 Refused,0
Is support provided in a fair way?,Ramechhap,Male,40 to 54,4 Mostly yes,51
Is support provided in a fair way?,Ramechhap,Male,40 to 54,2 Very little,5
Is support provided in a fair way?,Ramechhap,Male,40 to 54,6 Don't know,4
Is support provided in a fair way?,Ramechhap,Male,40 to 54,5 Completely yes,112
Is support provided in a fair way?,Ramechhap,Male,40 to 54,3 Neutral,2
Is support provided in a fair way?,Ramechhap,Male,40 to 54,1 Not at all,22
Is support provided in a fair way?,Ramechhap,Male,40 to 54,7 Refused,0
Is support provided in a fair way?,Ramechhap,Male,Refused,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,Male,Refused,2 Very little,2
Is support provided in a fair way?,Ramechhap,Male,Refused,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Male,Refused,5 Completely yes,3
Is support provided in a fair way?,Ramechhap,Male,Refused,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Male,Refused,1 Not at all,2
Is support provided in a fair way?,Ramechhap,Male,Refused,7 Refused,0
Is support provided in a fair way?,Ramechhap,Male,don't Know,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,Male,don't Know,2 Very little,0
Is support provided in a fair way?,Ramechhap,Male,don't Know,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Male,don't Know,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,Male,don't Know,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Male,don't Know,1 Not at all,0
Is support provided in a fair way?,Ramechhap,Male,don't Know,7 Refused,0
Is support provided in a fair way?,Ramechhap,Male,25 to 39,4 Mostly yes,27
Is support provided in a fair way?,Ramechhap,Male,25 to 39,2 Very little,5
Is support provided in a fair way?,Ramechhap,Male,25 to 39,6 Don't know,1
Is support provided in a fair way?,Ramechhap,Male,25 to 39,5 Completely yes,37
Is support provided in a fair way?,Ramechhap,Male,25 to 39,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Male,25 to 39,1 Not at all,12
Is support provided in a fair way?,Ramechhap,Male,25 to 39,7 Refused,0
Is support provided in a fair way?,Ramechhap,Male,15 to 24,4 Mostly yes,6
Is support provided in a fair way?,Ramechhap,Male,15 to 24,2 Very little,4
Is support provided in a fair way?,Ramechhap,Male,15 to 24,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Male,15 to 24,5 Completely yes,1
Is support provided in a fair way?,Ramechhap,Male,15 to 24,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Male,15 to 24,1 Not at all,4
Is support provided in a fair way?,Ramechhap,Male,15 to 24,7 Refused,0
Is support provided in a fair way?,Ramechhap,Male,55+,4 Mostly yes,25
Is support provided in a fair way?,Ramechhap,Male,55+,2 Very little,7
Is support provided in a fair way?,Ramechhap,Male,55+,6 Don't know,1
Is support provided in a fair way?,Ramechhap,Male,55+,5 Completely yes,46
Is support provided in a fair way?,Ramechhap,Male,55+,3 Neutral,2
Is support provided in a fair way?,Ramechhap,Male,55+,1 Not at all,19
Is support provided in a fair way?,Ramechhap,Male,55+,7 Refused,0
Is support provided in a fair way?,Ramechhap,Male,15-24,4 Mostly yes,1
Is support provided in a fair way?,Ramechhap,Male,15-24,2 Very little,1
Is support provided in a fair way?,Ramechhap,Male,15-24,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Male,15-24,5 Completely yes,2
Is support provided in a fair way?,Ramechhap,Male,15-24,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Male,15-24,1 Not at all,0
Is support provided in a fair way?,Ramechhap,Male,15-24,7 Refused,0
Is support provided in a fair way?,Ramechhap,Male,Don't know,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,Male,Don't know,2 Very little,0
Is support provided in a fair way?,Ramechhap,Male,Don't know,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Male,Don't know,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,Male,Don't know,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Male,Don't know,1 Not at all,0
Is support provided in a fair way?,Ramechhap,Male,Don't know,7 Refused,0
Is support provided in a fair way?,Ramechhap,Other,40 to 54,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,Other,40 to 54,2 Very little,0
Is support provided in a fair way?,Ramechhap,Other,40 to 54,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Other,40 to 54,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,Other,40 to 54,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Other,40 to 54,1 Not at all,0
Is support provided in a fair way?,Ramechhap,Other,40 to 54,7 Refused,0
Is support provided in a fair way?,Ramechhap,Other,Refused,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,Other,Refused,2 Very little,0
Is support provided in a fair way?,Ramechhap,Other,Refused,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Other,Refused,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,Other,Refused,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Other,Refused,1 Not at all,0
Is support provided in a fair way?,Ramechhap,Other,Refused,7 Refused,0
Is support provided in a fair way?,Ramechhap,Other,don't Know,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,Other,don't Know,2 Very little,0
Is support provided in a fair way?,Ramechhap,Other,don't Know,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Other,don't Know,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,Other,don't Know,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Other,don't Know,1 Not at all,0
Is support provided in a fair way?,Ramechhap,Other,don't Know,7 Refused,0
Is support provided in a fair way?,Ramechhap,Other,25 to 39,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,Other,25 to 39,2 Very little,0
Is support provided in a fair way?,Ramechhap,Other,25 to 39,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Other,25 to 39,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,Other,25 to 39,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Other,25 to 39,1 Not at all,0
Is support provided in a fair way?,Ramechhap,Other,25 to 39,7 Refused,0
Is support provided in a fair way?,Ramechhap,Other,15 to 24,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,Other,15 to 24,2 Very little,0
Is support provided in a fair way?,Ramechhap,Other,15 to 24,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Other,15 to 24,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,Other,15 to 24,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Other,15 to 24,1 Not at all,0
Is support provided in a fair way?,Ramechhap,Other,15 to 24,7 Refused,0
Is support provided in a fair way?,Ramechhap,Other,55+,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,Other,55+,2 Very little,0
Is support provided in a fair way?,Ramechhap,Other,55+,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Other,55+,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,Other,55+,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Other,55+,1 Not at all,0
Is support provided in a fair way?,Ramechhap,Other,55+,7 Refused,0
Is support provided in a fair way?,Ramechhap,Other,15-24,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,Other,15-24,2 Very little,0
Is support provided in a fair way?,Ramechhap,Other,15-24,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Other,15-24,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,Other,15-24,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Other,15-24,1 Not at all,0
Is support provided in a fair way?,Ramechhap,Other,15-24,7 Refused,0
Is support provided in a fair way?,Ramechhap,Other,Don't know,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,Other,Don't know,2 Very little,0
Is support provided in a fair way?,Ramechhap,Other,Don't know,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Other,Don't know,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,Other,Don't know,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Other,Don't know,1 Not at all,0
Is support provided in a fair way?,Ramechhap,Other,Don't know,7 Refused,0
Is support provided in a fair way?,Ramechhap,Female,40 to 54,4 Mostly yes,14
Is support provided in a fair way?,Ramechhap,Female,40 to 54,2 Very little,4
Is support provided in a fair way?,Ramechhap,Female,40 to 54,6 Don't know,5
Is support provided in a fair way?,Ramechhap,Female,40 to 54,5 Completely yes,16
Is support provided in a fair way?,Ramechhap,Female,40 to 54,3 Neutral,3
Is support provided in a fair way?,Ramechhap,Female,40 to 54,1 Not at all,15
Is support provided in a fair way?,Ramechhap,Female,40 to 54,7 Refused,0
Is support provided in a fair way?,Ramechhap,Female,Refused,4 Mostly yes,1
Is support provided in a fair way?,Ramechhap,Female,Refused,2 Very little,0
Is support provided in a fair way?,Ramechhap,Female,Refused,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Female,Refused,5 Completely yes,3
Is support provided in a fair way?,Ramechhap,Female,Refused,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Female,Refused,1 Not at all,1
Is support provided in a fair way?,Ramechhap,Female,Refused,7 Refused,0
Is support provided in a fair way?,Ramechhap,Female,don't Know,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,Female,don't Know,2 Very little,0
Is support provided in a fair way?,Ramechhap,Female,don't Know,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Female,don't Know,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,Female,don't Know,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Female,don't Know,1 Not at all,0
Is support provided in a fair way?,Ramechhap,Female,don't Know,7 Refused,0
Is support provided in a fair way?,Ramechhap,Female,25 to 39,4 Mostly yes,16
Is support provided in a fair way?,Ramechhap,Female,25 to 39,2 Very little,5
Is support provided in a fair way?,Ramechhap,Female,25 to 39,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Female,25 to 39,5 Completely yes,41
Is support provided in a fair way?,Ramechhap,Female,25 to 39,3 Neutral,1
Is support provided in a fair way?,Ramechhap,Female,25 to 39,1 Not at all,8
Is support provided in a fair way?,Ramechhap,Female,25 to 39,7 Refused,0
Is support provided in a fair way?,Ramechhap,Female,15 to 24,4 Mostly yes,2
Is support provided in a fair way?,Ramechhap,Female,15 to 24,2 Very little,2
Is support provided in a fair way?,Ramechhap,Female,15 to 24,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Female,15 to 24,5 Completely yes,2
Is support provided in a fair way?,Ramechhap,Female,15 to 24,3 Neutral,1
Is support provided in a fair way?,Ramechhap,Female,15 to 24,1 Not at all,3
Is support provided in a fair way?,Ramechhap,Female,15 to 24,7 Refused,0
Is support provided in a fair way?,Ramechhap,Female,55+,4 Mostly yes,6
Is support provided in a fair way?,Ramechhap,Female,55+,2 Very little,3
Is support provided in a fair way?,Ramechhap,Female,55+,6 Don't know,3
Is support provided in a fair way?,Ramechhap,Female,55+,5 Completely yes,20
Is support provided in a fair way?,Ramechhap,Female,55+,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Female,55+,1 Not at all,6
Is support provided in a fair way?,Ramechhap,Female,55+,7 Refused,1
Is support provided in a fair way?,Ramechhap,Female,15-24,4 Mostly yes,4
Is support provided in a fair way?,Ramechhap,Female,15-24,2 Very little,0
Is support provided in a fair way?,Ramechhap,Female,15-24,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Female,15-24,5 Completely yes,7
Is support provided in a fair way?,Ramechhap,Female,15-24,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Female,15-24,1 Not at all,0
Is support provided in a fair way?,Ramechhap,Female,15-24,7 Refused,0
Is support provided in a fair way?,Ramechhap,Female,Don't know,4 Mostly yes,0
Is support provided in a fair way?,Ramechhap,Female,Don't know,2 Very little,0
Is support provided in a fair way?,Ramechhap,Female,Don't know,6 Don't know,0
Is support provided in a fair way?,Ramechhap,Female,Don't know,5 Completely yes,0
Is support provided in a fair way?,Ramechhap,Female,Don't know,3 Neutral,0
Is support provided in a fair way?,Ramechhap,Female,Don't know,1 Not at all,0
Is support provided in a fair way?,Ramechhap,Female,Don't know,7 Refused,0
Is support provided in a fair way?,Makwanpur,NA,40 to 54,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,NA,40 to 54,2 Very little,0
Is support provided in a fair way?,Makwanpur,NA,40 to 54,6 Don't know,0
Is support provided in a fair way?,Makwanpur,NA,40 to 54,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,NA,40 to 54,3 Neutral,0
Is support provided in a fair way?,Makwanpur,NA,40 to 54,1 Not at all,0
Is support provided in a fair way?,Makwanpur,NA,40 to 54,7 Refused,0
Is support provided in a fair way?,Makwanpur,NA,Refused,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,NA,Refused,2 Very little,0
Is support provided in a fair way?,Makwanpur,NA,Refused,6 Don't know,0
Is support provided in a fair way?,Makwanpur,NA,Refused,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,NA,Refused,3 Neutral,0
Is support provided in a fair way?,Makwanpur,NA,Refused,1 Not at all,0
Is support provided in a fair way?,Makwanpur,NA,Refused,7 Refused,0
Is support provided in a fair way?,Makwanpur,NA,don't Know,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,NA,don't Know,2 Very little,0
Is support provided in a fair way?,Makwanpur,NA,don't Know,6 Don't know,0
Is support provided in a fair way?,Makwanpur,NA,don't Know,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,NA,don't Know,3 Neutral,0
Is support provided in a fair way?,Makwanpur,NA,don't Know,1 Not at all,0
Is support provided in a fair way?,Makwanpur,NA,don't Know,7 Refused,0
Is support provided in a fair way?,Makwanpur,NA,25 to 39,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,NA,25 to 39,2 Very little,0
Is support provided in a fair way?,Makwanpur,NA,25 to 39,6 Don't know,0
Is support provided in a fair way?,Makwanpur,NA,25 to 39,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,NA,25 to 39,3 Neutral,0
Is support provided in a fair way?,Makwanpur,NA,25 to 39,1 Not at all,0
Is support provided in a fair way?,Makwanpur,NA,25 to 39,7 Refused,0
Is support provided in a fair way?,Makwanpur,NA,15 to 24,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,NA,15 to 24,2 Very little,0
Is support provided in a fair way?,Makwanpur,NA,15 to 24,6 Don't know,0
Is support provided in a fair way?,Makwanpur,NA,15 to 24,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,NA,15 to 24,3 Neutral,0
Is support provided in a fair way?,Makwanpur,NA,15 to 24,1 Not at all,0
Is support provided in a fair way?,Makwanpur,NA,15 to 24,7 Refused,0
Is support provided in a fair way?,Makwanpur,NA,55+,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,NA,55+,2 Very little,0
Is support provided in a fair way?,Makwanpur,NA,55+,6 Don't know,0
Is support provided in a fair way?,Makwanpur,NA,55+,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,NA,55+,3 Neutral,0
Is support provided in a fair way?,Makwanpur,NA,55+,1 Not at all,0
Is support provided in a fair way?,Makwanpur,NA,55+,7 Refused,0
Is support provided in a fair way?,Makwanpur,NA,15-24,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,NA,15-24,2 Very little,0
Is support provided in a fair way?,Makwanpur,NA,15-24,6 Don't know,0
Is support provided in a fair way?,Makwanpur,NA,15-24,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,NA,15-24,3 Neutral,0
Is support provided in a fair way?,Makwanpur,NA,15-24,1 Not at all,0
Is support provided in a fair way?,Makwanpur,NA,15-24,7 Refused,0
Is support provided in a fair way?,Makwanpur,NA,Don't know,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,NA,Don't know,2 Very little,0
Is support provided in a fair way?,Makwanpur,NA,Don't know,6 Don't know,0
Is support provided in a fair way?,Makwanpur,NA,Don't know,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,NA,Don't know,3 Neutral,0
Is support provided in a fair way?,Makwanpur,NA,Don't know,1 Not at all,0
Is support provided in a fair way?,Makwanpur,NA,Don't know,7 Refused,0
