What is your biggest problem?,Occupation_Other,District,Month,Gender,Age,Are you satisfied with what NGOs are doing for you after the earthquake?,Are your main problems being addressed?,Are your main problems being addressed2?,What is the top thing that you need information about?,Is support provided in a fair way?,Do_you_have_any_health_problem,C0JS,Date,Ward,Ethnicity_Other,Round,Ethnicity,Occupation
Long term shelter / housing,NA,Nuwakot,NA,Male,55+,3 Neutral,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty",1 Not at all,NA,9,NA,6,Magar,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Female,40 to 54,2 Very little,1 Not at all,2 Very little,How to get shelter materials,2 Very little,"Yes, some difficulty",2 Very little,NA,3,NA,6,Brahmin,NGO Worker / Business
Financial support,NA,Nuwakot,NA,Female,40 to 54,1 Not at all,2 Very little,2 Very little,News about government decisions,2 Very little,No difficulty,2 Very little,NA,3,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Female,40 to 54,1 Not at all,2 Very little,1 Not at all,How to get shelter materials,2 Very little,"Yes, some difficulty",2 Very little,NA,1,NA,6,Brahmin,Farmer / Laborer
Psychosocial counseling,NA,Nuwakot,NA,Male,55+,1 Not at all,1 Not at all,2 Very little,News about government decisions,2 Very little,No difficulty,1 Not at all,NA,1,NA,6,Janajati,Farmer / Laborer
Financial support,NA,Nuwakot,NA,Male,40 to 54,2 Very little,2 Very little,2 Very little,News about government decisions,2 Very little,"Yes, some difficulty",2 Very little,NA,3,NA,6,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,2 Very little,1 Not at all,2 Very little,NA,2 Very little,"Yes, some difficulty",4 Mostly yes,NA,3,NA,6,Brahmin,Farmer / Laborer
Financial support,NA,Nuwakot,NA,Male,40 to 54,2 Very little,2 Very little,2 Very little,News about government decisions,2 Very little,No difficulty,2 Very little,NA,3,NA,6,Tamang,Farmer / Laborer
Livelihoods,NA,Nuwakot,NA,Male,25 to 39,1 Not at all,1 Not at all,2 Very little,How to register for access support,1 Not at all,No difficulty,1 Not at all,NA,2,NA,6,Brahmin,Farmer / Laborer
Financial support,NA,Nuwakot,NA,Male,15-24,2 Very little,1 Not at all,1 Not at all,News about government decisions,2 Very little,No difficulty,2 Very little,NA,2,NA,6,Chhetri,Farmer / Laborer
Healthcare,NA,Nuwakot,NA,Female,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,3 Neutral,No difficulty,1 Not at all,NA,7,NA,6,Tamang,Farmer / Laborer
Housing inspections,NA,Nuwakot,NA,Male,40 to 54,2 Very little,2 Very little,1 Not at all,NA,1 Not at all,"Yes, some difficulty",4 Mostly yes,NA,3,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,2 Very little,1 Not at all,4 Mostly yes,How to register for access support,1 Not at all,"Yes, some difficulty",2 Very little,NA,3,NA,6,Brahmin,Farmer / Laborer
NA,NA,Nuwakot,NA,Female,15-24,1 Not at all,6 Don't know,1 Not at all,How to register for access support,1 Not at all,No difficulty,1 Not at all,NA,2,NA,6,Brahmin,Farmer / Laborer
Toilets / sanitation,NA,Nuwakot,NA,Male,40 to 54,1 Not at all,2 Very little,1 Not at all,News about government decisions,1 Not at all,No difficulty,1 Not at all,NA,2,NA,6,Chhetri,"Government (i.e. teacher, health worker, army)"
Toilets / sanitation,NA,Nuwakot,NA,Male,25 to 39,1 Not at all,1 Not at all,2 Very little,News about government decisions,1 Not at all,No difficulty,1 Not at all,NA,2,NA,6,Brahmin,Farmer / Laborer
Toilets / sanitation,NA,Nuwakot,NA,Female,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,4 Mostly yes,No difficulty,1 Not at all,NA,7,NA,6,Tamang,Farmer / Laborer
Financial support,NA,Nuwakot,NA,Male,40 to 54,1 Not at all,1 Not at all,1 Not at all,How to get healthcare psychosocial support,1 Not at all,No difficulty,1 Not at all,NA,7,NA,6,Tamang,Farmer / Laborer
Toilets / sanitation,NA,Nuwakot,NA,Female,25 to 39,2 Very little,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty,1 Not at all,NA,7,NA,6,Tamang,Farmer / Laborer
Financial support,NA,Nuwakot,NA,Female,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty,1 Not at all,NA,7,NA,6,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Female,15-24,2 Very little,2 Very little,1 Not at all,News about government decisions,2 Very little,No difficulty,2 Very little,NA,2,NA,6,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Female,40 to 54,2 Very little,2 Very little,2 Very little,News about government decisions,1 Not at all,No difficulty,1 Not at all,NA,2,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,1 Not at all,2 Very little,1 Not at all,News about government decisions,1 Not at all,"Yes, a lot of difficulty",1 Not at all,NA,2,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,15-24,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty",1 Not at all,NA,2,NA,6,Chhetri,Farmer / Laborer
Healthcare,NA,Nuwakot,NA,Male,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty,2 Very little,NA,2,NA,6,Chhetri,Farmer / Laborer
Healthcare,NA,Nuwakot,NA,Male,15-24,2 Very little,2 Very little,2 Very little,News about government decisions,1 Not at all,No difficulty,2 Very little,NA,3,NA,6,Chhetri,Farmer / Laborer
Healthcare,NA,Nuwakot,NA,Female,25 to 39,2 Very little,1 Not at all,1 Not at all,How to get healthcare psychosocial support,1 Not at all,No difficulty,2 Very little,NA,3,NA,6,Brahmin,Farmer / Laborer
Healthcare,NA,Nuwakot,NA,Female,25 to 39,2 Very little,1 Not at all,1 Not at all,How to get healthcare psychosocial support,1 Not at all,No difficulty,2 Very little,NA,3,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,1 Not at all,1 Not at all,1 Not at all,How to get healthcare psychosocial support,1 Not at all,No difficulty,1 Not at all,NA,3,NA,6,Brahmin,Farmer / Laborer
Financial support,NA,Nuwakot,NA,Male,25 to 39,1 Not at all,1 Not at all,1 Not at all,How to register for access support,1 Not at all,No difficulty,1 Not at all,NA,3,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,2 Very little,2 Very little,2 Very little,How to get shelter materials,2 Very little,No difficulty,2 Very little,NA,6,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,2 Very little,1 Not at all,2 Very little,News about government decisions,1 Not at all,No difficulty,2 Very little,NA,6,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,1 Not at all,1 Not at all,2 Very little,How to get shelter materials,1 Not at all,"Yes, some difficulty",2 Very little,NA,6,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,2 Very little,2 Very little,1 Not at all,News about government decisions,2 Very little,"Yes, some difficulty",2 Very little,NA,6,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,2 Very little,2 Very little,2 Very little,How to get shelter materials,2 Very little,No difficulty,2 Very little,NA,6,NA,6,Brahmin,NGO Worker / Business
Long term shelter / housing,NA,Nuwakot,NA,Female,25 to 39,1 Not at all,1 Not at all,1 Not at all,How to register for access support,2 Very little,No difficulty,1 Not at all,NA,1,NA,6,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Female,25 to 39,1 Not at all,1 Not at all,2 Very little,News about government decisions,1 Not at all,No difficulty,2 Very little,NA,1,NA,6,Chhetri,Farmer / Laborer
Toilets / sanitation,NA,Nuwakot,NA,Male,15-24,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty,1 Not at all,NA,1,NA,6,Brahmin,Farmer / Laborer
Short-term shelter (tent / shelterbox),NA,Nuwakot,NA,Male,15-24,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty,1 Not at all,NA,1,NA,6,Chhetri,Farmer / Laborer
Toilets / sanitation,NA,Nuwakot,NA,Male,55+,2 Very little,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty,1 Not at all,NA,1,NA,6,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty,1 Not at all,NA,3,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Female,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,2 Very little,No difficulty,1 Not at all,NA,3,NA,6,Chhetri,Farmer / Laborer
Long term shelter / housing,student,Nuwakot,NA,Female,15-24,2 Very little,1 Not at all,1 Not at all,Finding missing people,1 Not at all,No difficulty,1 Not at all,NA,3,NA,6,Chhetri,Other
Long term shelter / housing,NA,Nuwakot,NA,Female,55+,1 Not at all,1 Not at all,2 Very little,News about government decisions,1 Not at all,No difficulty,2 Very little,NA,3,NA,6,Brahmin,"Government (i.e. teacher, health worker, army)"
Long term shelter / housing,NA,Nuwakot,NA,Male,15-24,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty,2 Very little,NA,3,NA,6,Brahmin,Farmer / Laborer
Financial support,NA,Nuwakot,NA,Female,40 to 54,1 Not at all,1 Not at all,2 Very little,How to get shelter materials,2 Very little,"Yes, some difficulty",1 Not at all,NA,1,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Female,40 to 54,2 Very little,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty,1 Not at all,NA,1,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,55+,2 Very little,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty,1 Not at all,NA,1,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,2 Very little,2 Very little,1 Not at all,How to get shelter materials,1 Not at all,No difficulty,2 Very little,NA,1,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,2 Very little,2 Very little,2 Very little,News about government decisions,1 Not at all,No difficulty,2 Very little,NA,1,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,2 Very little,1 Not at all,2 Very little,News about government decisions,2 Very little,No difficulty,2 Very little,NA,4,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Female,40 to 54,1 Not at all,1 Not at all,2 Very little,News about government decisions,1 Not at all,No difficulty,2 Very little,NA,4,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,2 Very little,1 Not at all,2 Very little,News about government decisions,2 Very little,No difficulty,2 Very little,NA,4,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,1 Not at all,1 Not at all,2 Very little,News about government decisions,2 Very little,No difficulty,2 Very little,NA,4,NA,6,Chhetri,Farmer / Laborer
Financial support,NA,Nuwakot,NA,Male,40 to 54,1 Not at all,1 Not at all,2 Very little,News about government decisions,1 Not at all,No difficulty,1 Not at all,NA,4,NA,6,Chhetri,Farmer / Laborer
Financial support,NA,Nuwakot,NA,Male,40 to 54,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty,1 Not at all,NA,8,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,2 Very little,1 Not at all,2 Very little,News about government decisions,2 Very little,No difficulty,2 Very little,NA,8,NA,6,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,1 Not at all,1 Not at all,2 Very little,News about government decisions,1 Not at all,No difficulty,2 Very little,NA,8,NA,6,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,2 Very little,1 Not at all,2 Very little,News about government decisions,1 Not at all,No difficulty,2 Very little,NA,8,NA,6,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Female,40 to 54,2 Very little,1 Not at all,1 Not at all,News about government decisions,2 Very little,"Yes, some difficulty",2 Very little,NA,8,NA,6,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,1 Not at all,1 Not at all,2 Very little,News about government decisions,1 Not at all,No difficulty,1 Not at all,NA,9,NA,6,Brahmin,Farmer / Laborer
NA,NA,Nuwakot,NA,Male,25 to 39,2 Very little,4 Mostly yes,2 Very little,News about government decisions,1 Not at all,No difficulty,3 Neutral,NA,7,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,55+,2 Very little,1 Not at all,4 Mostly yes,News about government decisions,1 Not at all,"Yes, some difficulty",2 Very little,NA,9,NA,6,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Female,25 to 39,4 Mostly yes,1 Not at all,4 Mostly yes,News about government decisions,2 Very little,No difficulty,3 Neutral,NA,7,NA,6,Brahmin,Skilled Worker (i.e. Carpenter)
Long term shelter / housing,NA,Nuwakot,NA,Male,25 to 39,4 Mostly yes,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty,1 Not at all,NA,9,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,55+,4 Mostly yes,1 Not at all,1 Not at all,NA,2 Very little,No difficulty,4 Mostly yes,NA,7,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,25 to 39,1 Not at all,2 Very little,4 Mostly yes,News about government decisions,2 Very little,No difficulty,2 Very little,NA,7,NA,6,Brahmin,Skilled Worker (i.e. Carpenter)
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,4 Mostly yes,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty,2 Very little,NA,7,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Female,25 to 39,1 Not at all,1 Not at all,2 Very little,News about government decisions,2 Very little,No difficulty,2 Very little,NA,9,NA,6,Brahmin,Skilled Worker (i.e. Carpenter)
Long term shelter / housing,NA,Nuwakot,NA,Female,40 to 54,2 Very little,1 Not at all,4 Mostly yes,News about government decisions,2 Very little,No difficulty,2 Very little,NA,9,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,40 to 54,5 Completely yes,4 Mostly yes,4 Mostly yes,NA,2 Very little,No difficulty,4 Mostly yes,NA,3,NA,6,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Male,25 to 39,3 Neutral,3 Neutral,3 Neutral,News about government decisions,3 Neutral,"Yes, some difficulty",3 Neutral,NA,8,NA,6,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Male,40 to 54,3 Neutral,1 Not at all,3 Neutral,News about government decisions,3 Neutral,No difficulty,3 Neutral,NA,6,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Female,25 to 39,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,2 Very little,No difficulty,4 Mostly yes,NA,3,NA,6,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Female,55+,3 Neutral,3 Neutral,1 Not at all,News about government decisions,1 Not at all,"Yes, some difficulty",3 Neutral,NA,6,NA,6,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Male,55+,2 Very little,3 Neutral,3 Neutral,News about government decisions,3 Neutral,No difficulty,2 Very little,NA,8,NA,6,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Male,55+,2 Very little,2 Very little,2 Very little,News about government decisions,3 Neutral,No difficulty,2 Very little,NA,6,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,40 to 54,2 Very little,4 Mostly yes,2 Very little,NA,2 Very little,No difficulty,4 Mostly yes,NA,3,NA,6,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Male,25 to 39,3 Neutral,3 Neutral,4 Mostly yes,News about government decisions,3 Neutral,"Yes, some difficulty",3 Neutral,NA,6,NA,6,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Male,40 to 54,3 Neutral,3 Neutral,3 Neutral,NA,3 Neutral,"Yes, some difficulty",4 Mostly yes,NA,8,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Female,25 to 39,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,2 Very little,No difficulty,4 Mostly yes,NA,3,NA,6,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Male,40 to 54,2 Very little,2 Very little,3 Neutral,News about government decisions,2 Very little,No difficulty,2 Very little,NA,6,NA,6,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Male,55+,3 Neutral,2 Very little,3 Neutral,News about government decisions,3 Neutral,No difficulty,3 Neutral,NA,8,NA,6,Tamang,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Female,40 to 54,2 Very little,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty,4 Mostly yes,NA,3,NA,6,Janajati,Farmer / Laborer
Housing inspections,NA,Okhaldhunga,NA,Male,55+,4 Mostly yes,1 Not at all,1 Not at all,Others,4 Mostly yes,No difficulty,2 Very little,NA,5,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,40 to 54,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty,4 Mostly yes,NA,8,NA,6,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Male,25 to 39,2 Very little,2 Very little,2 Very little,News about government decisions,3 Neutral,No difficulty,3 Neutral,NA,5,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,25 to 39,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,2 Very little,No difficulty,4 Mostly yes,NA,4,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,40 to 54,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty,4 Mostly yes,NA,5,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,Refused,4 Mostly yes,7 Refused,2 Very little,NA,5 Completely yes,No difficulty,5 Completely yes,NA,6,NA,6,Dalit,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Female,40 to 54,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty,1 Not at all,NA,5,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Female,25 to 39,4 Mostly yes,4 Mostly yes,2 Very little,NA,2 Very little,No difficulty,4 Mostly yes,NA,5,NA,6,Tamang,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,55+,4 Mostly yes,4 Mostly yes,2 Very little,NA,2 Very little,No difficulty,4 Mostly yes,NA,4,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Female,40 to 54,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,2 Very little,No difficulty,4 Mostly yes,NA,4,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,40 to 54,4 Mostly yes,4 Mostly yes,2 Very little,NA,5 Completely yes,No difficulty,5 Completely yes,NA,6,NA,6,Dalit,Farmer / Laborer
Healthcare,NA,Okhaldhunga,NA,Female,55+,1 Not at all,1 Not at all,2 Very little,News about government decisions,1 Not at all,"Yes, a lot of difficulty",1 Not at all,NA,5,NA,6,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Male,40 to 54,4 Mostly yes,2 Very little,5 Completely yes,NA,5 Completely yes,"Yes, some difficulty",5 Completely yes,NA,5,NA,6,Janajati,NGO Worker / Business
NA,NA,Okhaldhunga,NA,Male,55+,5 Completely yes,4 Mostly yes,7 Refused,NA,4 Mostly yes,No difficulty,5 Completely yes,NA,6,NA,6,Dalit,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,40 to 54,4 Mostly yes,4 Mostly yes,2 Very little,NA,5 Completely yes,No difficulty,5 Completely yes,NA,6,NA,6,Dalit,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Female,25 to 39,3 Neutral,2 Very little,4 Mostly yes,NA,4 Mostly yes,No difficulty,4 Mostly yes,NA,5,NA,6,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Female,25 to 39,3 Neutral,3 Neutral,3 Neutral,NA,3 Neutral,No difficulty,4 Mostly yes,NA,6,NA,6,Dalit,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Female,40 to 54,2 Very little,6 Don't know,4 Mostly yes,NA,2 Very little,No difficulty,4 Mostly yes,NA,4,NA,6,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Female,40 to 54,4 Mostly yes,3 Neutral,3 Neutral,NA,4 Mostly yes,No difficulty,4 Mostly yes,NA,3,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,55+,4 Mostly yes,5 Completely yes,4 Mostly yes,NA,2 Very little,No difficulty,4 Mostly yes,NA,4,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,40 to 54,4 Mostly yes,4 Mostly yes,5 Completely yes,NA,4 Mostly yes,No difficulty,4 Mostly yes,NA,5,NA,6,Janajati,NGO Worker / Business
NA,NA,Okhaldhunga,NA,Male,40 to 54,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,5 Completely yes,No difficulty,5 Completely yes,NA,5,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,55+,2 Very little,4 Mostly yes,2 Very little,NA,4 Mostly yes,No difficulty,4 Mostly yes,NA,1,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,40 to 54,4 Mostly yes,4 Mostly yes,5 Completely yes,NA,5 Completely yes,No difficulty,5 Completely yes,NA,3,NA,6,Dalit,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Male,55+,4 Mostly yes,3 Neutral,2 Very little,NA,4 Mostly yes,No difficulty,4 Mostly yes,NA,6,NA,6,Chhetri,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,55+,4 Mostly yes,6 Don't know,4 Mostly yes,NA,2 Very little,No difficulty,4 Mostly yes,NA,1,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,55+,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty,5 Completely yes,NA,6,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Female,40 to 54,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty,4 Mostly yes,NA,3,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Female,40 to 54,1 Not at all,2 Very little,3 Neutral,News about government decisions,3 Neutral,No difficulty,2 Very little,NA,6,NA,6,Chhetri,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Female,40 to 54,5 Completely yes,4 Mostly yes,5 Completely yes,NA,4 Mostly yes,No difficulty,5 Completely yes,NA,3,NA,6,Brahmin,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,40 to 54,2 Very little,4 Mostly yes,4 Mostly yes,NA,2 Very little,No difficulty,4 Mostly yes,NA,1,NA,6,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Male,55+,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty,1 Not at all,NA,6,NA,6,Brahmin,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Female,25 to 39,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,2 Very little,No difficulty,4 Mostly yes,NA,1,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,40 to 54,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty,5 Completely yes,NA,3,NA,6,Brahmin,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,25 to 39,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty,5 Completely yes,NA,6,NA,6,Chhetri,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,55+,4 Mostly yes,5 Completely yes,4 Mostly yes,NA,2 Very little,No difficulty,4 Mostly yes,NA,1,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,40 to 54,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty,5 Completely yes,NA,8,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,40 to 54,3 Neutral,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty,5 Completely yes,NA,8,NA,6,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Female,40 to 54,5 Completely yes,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty,5 Completely yes,NA,4,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Male,55+,4 Mostly yes,3 Neutral,4 Mostly yes,NA,4 Mostly yes,No difficulty,5 Completely yes,NA,8,NA,6,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Female,25 to 39,4 Mostly yes,3 Neutral,2 Very little,NA,4 Mostly yes,No difficulty,4 Mostly yes,NA,4,NA,6,Chhetri,Farmer / Laborer
Short-term shelter (tent / shelterbox),NA,Okhaldhunga,NA,Female,15-24,1 Not at all,1 Not at all,2 Very little,How to register for access support,1 Not at all,"Yes, some difficulty",1 Not at all,NA,8,NA,6,Newar,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,40 to 54,4 Mostly yes,4 Mostly yes,3 Neutral,NA,4 Mostly yes,No difficulty,4 Mostly yes,NA,8,NA,6,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Female,40 to 54,3 Neutral,3 Neutral,3 Neutral,News about government decisions,3 Neutral,No difficulty,3 Neutral,NA,4,NA,6,Chhetri,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,40 to 54,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty,5 Completely yes,NA,4,NA,6,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Female,40 to 54,4 Mostly yes,3 Neutral,2 Very little,NA,4 Mostly yes,No difficulty,4 Mostly yes,NA,4,NA,6,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Male,40 to 54,3 Neutral,2 Very little,2 Very little,NA,2 Very little,No difficulty,4 Mostly yes,NA,1,NA,6,Brahmin,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Female,25 to 39,5 Completely yes,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty,4 Mostly yes,NA,1,NA,6,Brahmin,Farmer / Laborer
